in s,C1 in V
2.7978442E-01,6.7708295E+00
2.7978534E-01,6.7706769E+00
2.7978626E-01,6.7696088E+00
2.7978718E-01,6.7693036E+00
2.7978810E-01,6.7671674E+00
2.7978902E-01,6.7677777E+00
2.7978994E-01,6.7682355E+00
2.7979086E-01,6.7694562E+00
2.7979178E-01,6.7697614E+00
2.7979270E-01,6.7680829E+00
2.7979362E-01,6.7683881E+00
2.7979454E-01,6.7680829E+00
2.7979546E-01,6.7657941E+00
2.7979638E-01,6.7662518E+00
2.7979730E-01,6.7676251E+00
2.7979822E-01,6.7683881E+00
2.7979914E-01,6.7688458E+00
2.7980006E-01,6.7671674E+00
2.7980098E-01,6.7651837E+00
2.7980190E-01,6.7659467E+00
2.7980282E-01,6.7664044E+00
2.7980374E-01,6.7670148E+00
2.7980466E-01,6.7670148E+00
2.7980558E-01,6.7667096E+00
2.7980650E-01,6.7665570E+00
2.7980742E-01,6.7683881E+00
2.7980834E-01,6.7691510E+00
2.7980926E-01,6.7683881E+00
2.7981018E-01,6.7686932E+00
2.7981110E-01,6.7656415E+00
2.7981202E-01,6.7677777E+00
2.7981294E-01,6.7670148E+00
2.7981386E-01,6.7664044E+00
2.7981478E-01,6.7689984E+00
2.7981570E-01,6.7679303E+00
2.7981662E-01,6.7689984E+00
2.7981754E-01,6.7688458E+00
2.7981846E-01,6.7689984E+00
2.7981938E-01,6.7697614E+00
2.7982030E-01,6.7693036E+00
2.7982122E-01,6.7693036E+00
2.7982214E-01,6.7697614E+00
2.7982306E-01,6.7685406E+00
2.7982398E-01,6.7680829E+00
2.7982490E-01,6.7660992E+00
2.7982582E-01,6.7648785E+00
2.7982674E-01,6.7664044E+00
2.7982766E-01,6.7671674E+00
2.7982858E-01,6.7688458E+00
2.7982950E-01,6.7683881E+00
2.7983042E-01,6.7688458E+00
2.7983134E-01,6.7694562E+00
2.7983226E-01,6.7670148E+00
2.7983318E-01,6.7668622E+00
2.7983410E-01,6.7674725E+00
2.7983502E-01,6.7660992E+00
2.7983594E-01,6.7651837E+00
2.7983686E-01,6.7647260E+00
2.7983778E-01,6.7664044E+00
2.7983870E-01,6.7659467E+00
2.7983962E-01,6.7660992E+00
2.7984054E-01,6.7664044E+00
2.7984146E-01,6.7665570E+00
2.7984238E-01,6.7682355E+00
2.7984330E-01,6.7674725E+00
2.7984422E-01,6.7654889E+00
2.7984514E-01,6.7638104E+00
2.7984606E-01,6.7650311E+00
2.7984698E-01,6.7651837E+00
2.7984790E-01,6.7644208E+00
2.7984882E-01,6.7648785E+00
2.7984974E-01,6.7633527E+00
2.7985066E-01,6.7648785E+00
2.7985158E-01,6.7632001E+00
2.7985250E-01,6.7622845E+00
2.7985342E-01,6.7627423E+00
2.7985434E-01,6.7616742E+00
2.7985526E-01,6.7628949E+00
2.7985618E-01,6.7647260E+00
2.7985710E-01,6.7630475E+00
2.7985802E-01,6.7639630E+00
2.7985894E-01,6.7641156E+00
2.7985986E-01,6.7635052E+00
2.7986078E-01,6.7633527E+00
2.7986170E-01,6.7625897E+00
2.7986262E-01,6.7630475E+00
2.7986354E-01,6.7633527E+00
2.7986446E-01,6.7616742E+00
2.7986538E-01,6.7621320E+00
2.7986630E-01,6.7630475E+00
2.7986722E-01,6.7638104E+00
2.7986814E-01,6.7657941E+00
2.7986906E-01,6.7639630E+00
2.7986998E-01,6.7635052E+00
2.7987090E-01,6.7642682E+00
2.7987182E-01,6.7647260E+00
2.7987274E-01,6.7657941E+00
2.7987366E-01,6.7645734E+00
2.7987458E-01,6.7633527E+00
2.7987550E-01,6.7633527E+00
2.7987642E-01,6.7624371E+00
2.7987734E-01,6.7621320E+00
2.7987826E-01,6.7635052E+00
2.7987918E-01,6.7636578E+00
2.7988010E-01,6.7619794E+00
